"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week"
"525478",40890,"O'Hare Airport","06/20/2001","W",8848,2001-06-20,6,"Jun",2001,20,"Wednesday"
"525510",40890,"O'Hare Airport","07/01/2014","W",10918,2014-07-01,7,"Jul",2014,1,"Tuesday"
"526260",40890,"O'Hare Airport","04/17/2012","W",8738,2012-04-17,4,"Apr",2012,17,"Tuesday"
"526427",40890,"O'Hare Airport","03/14/2009","A",6688,2009-03-14,3,"Mar",2009,14,"Saturday"
"526795",40890,"O'Hare Airport","07/13/2013","A",9555,2013-07-13,7,"Jul",2013,13,"Saturday"
"526886",40890,"O'Hare Airport","02/05/2017","U",8153,2017-02-05,2,"Feb",2017,5,"Sunday"
"526911",40890,"O'Hare Airport","01/27/2003","W",7474,2003-01-27,1,"Jan",2003,27,"Monday"
"527131",40890,"O'Hare Airport","08/25/2010","W",8796,2010-08-25,8,"Aug",2010,25,"Wednesday"
"527194",40890,"O'Hare Airport","06/18/2015","W",12389,2015-06-18,6,"Jun",2015,18,"Thursday"
"527225",40890,"O'Hare Airport","11/03/2007","A",6313,2007-11-03,11,"Nov",2007,3,"Saturday"
"527461",40890,"O'Hare Airport","11/27/2001","W",7413,2001-11-27,11,"Nov",2001,27,"Tuesday"
"528064",40890,"O'Hare Airport","10/07/2012","U",11468,2012-10-07,10,"Oct",2012,7,"Sunday"
"528675",40890,"O'Hare Airport","03/06/2009","W",8505,2009-03-06,3,"Mar",2009,6,"Friday"
"528735",40890,"O'Hare Airport","04/28/2009","W",7655,2009-04-28,4,"Apr",2009,28,"Tuesday"
"528792",40890,"O'Hare Airport","10/19/2017","W",13674,2017-10-19,10,"Oct",2017,19,"Thursday"
"528998",40890,"O'Hare Airport","01/02/2017","U",9748,2017-01-02,1,"Jan",2017,2,"Monday"
"529388",40890,"O'Hare Airport","10/11/2017","W",11070,2017-10-11,10,"Oct",2017,11,"Wednesday"
"529499",40890,"O'Hare Airport","10/03/2003","W",9576,2003-10-03,10,"Oct",2003,3,"Friday"
"529597",40890,"O'Hare Airport","10/11/2008","A",8563,2008-10-11,10,"Oct",2008,11,"Saturday"
"529760",40890,"O'Hare Airport","01/09/2003","W",7258,2003-01-09,1,"Jan",2003,9,"Thursday"
"529970",40890,"O'Hare Airport","08/23/2013","W",11989,2013-08-23,8,"Aug",2013,23,"Friday"
"530321",40890,"O'Hare Airport","06/27/2008","W",11012,2008-06-27,6,"Jun",2008,27,"Friday"
"530528",40890,"O'Hare Airport","02/12/2005","A",5967,2005-02-12,2,"Feb",2005,12,"Saturday"
"530564",40890,"O'Hare Airport","11/25/2009","W",9104,2009-11-25,11,"Nov",2009,25,"Wednesday"
"530761",40890,"O'Hare Airport","01/04/2002","W",6939,2002-01-04,1,"Jan",2002,4,"Friday"
"530838",40890,"O'Hare Airport","03/17/2009","W",7416,2009-03-17,3,"Mar",2009,17,"Tuesday"
"530982",40890,"O'Hare Airport","10/18/2012","W",12191,2012-10-18,10,"Oct",2012,18,"Thursday"
"531081",40890,"O'Hare Airport","08/14/2008","W",9960,2008-08-14,8,"Aug",2008,14,"Thursday"
"531099",40890,"O'Hare Airport","05/02/2003","W",8916,2003-05-02,5,"May",2003,2,"Friday"
"531105",40890,"O'Hare Airport","05/21/2008","W",9311,2008-05-21,5,"May",2008,21,"Wednesday"
"531111",40890,"O'Hare Airport","08/16/2017","W",12194,2017-08-16,8,"Aug",2017,16,"Wednesday"
"531348",40890,"O'Hare Airport","08/21/2017","W",11779,2017-08-21,8,"Aug",2017,21,"Monday"
"531385",40890,"O'Hare Airport","12/05/2013","W",9207,2013-12-05,12,"Dec",2013,5,"Thursday"
"531397",40890,"O'Hare Airport","05/07/2013","W",9177,2013-05-07,5,"May",2013,7,"Tuesday"
"531799",40890,"O'Hare Airport","03/08/2017","W",9156,2017-03-08,3,"Mar",2017,8,"Wednesday"
"531984",40890,"O'Hare Airport","05/04/2007","W",10551,2007-05-04,5,"May",2007,4,"Friday"
"532275",40890,"O'Hare Airport","11/16/2003","U",6623,2003-11-16,11,"Nov",2003,16,"Sunday"
"532752",40890,"O'Hare Airport","12/13/2013","W",9942,2013-12-13,12,"Dec",2013,13,"Friday"
"532808",40890,"O'Hare Airport","12/13/2004","W",8748,2004-12-13,12,"Dec",2004,13,"Monday"
"532968",40890,"O'Hare Airport","07/26/2012","W",11142,2012-07-26,7,"Jul",2012,26,"Thursday"
"532970",40890,"O'Hare Airport","04/02/2014","W",8979,2014-04-02,4,"Apr",2014,2,"Wednesday"
"533056",40890,"O'Hare Airport","01/21/2016","W",9346,2016-01-21,1,"Jan",2016,21,"Thursday"
"533249",40890,"O'Hare Airport","05/08/2014","W",10536,2014-05-08,5,"May",2014,8,"Thursday"
"533258",40890,"O'Hare Airport","07/29/2007","U",8663,2007-07-29,7,"Jul",2007,29,"Sunday"
"533298",40890,"O'Hare Airport","12/05/2005","W",8734,2005-12-05,12,"Dec",2005,5,"Monday"
"533608",40890,"O'Hare Airport","03/05/2016","A",8170,2016-03-05,3,"Mar",2016,5,"Saturday"
"533642",40890,"O'Hare Airport","08/24/2014","U",9990,2014-08-24,8,"Aug",2014,24,"Sunday"
"533654",40890,"O'Hare Airport","01/15/2012","U",6951,2012-01-15,1,"Jan",2012,15,"Sunday"
"533792",40890,"O'Hare Airport","08/26/2012","U",9652,2012-08-26,8,"Aug",2012,26,"Sunday"
"533908",40890,"O'Hare Airport","07/19/2011","W",10048,2011-07-19,7,"Jul",2011,19,"Tuesday"
"534298",40890,"O'Hare Airport","11/13/2013","W",9221,2013-11-13,11,"Nov",2013,13,"Wednesday"
"534500",40890,"O'Hare Airport","03/20/2013","W",8487,2013-03-20,3,"Mar",2013,20,"Wednesday"
"534711",40890,"O'Hare Airport","02/10/2003","W",7315,2003-02-10,2,"Feb",2003,10,"Monday"
"534853",40890,"O'Hare Airport","06/18/2010","W",9703,2010-06-18,6,"Jun",2010,18,"Friday"
"535489",40890,"O'Hare Airport","08/15/2017","W",11613,2017-08-15,8,"Aug",2017,15,"Tuesday"
"535987",40890,"O'Hare Airport","10/01/2017","U",11391,2017-10-01,10,"Oct",2017,1,"Sunday"
"536122",40890,"O'Hare Airport","07/06/2017","W",12432,2017-07-06,7,"Jul",2017,6,"Thursday"
"536395",40890,"O'Hare Airport","11/30/2013","A",10861,2013-11-30,11,"Nov",2013,30,"Saturday"
"536775",40890,"O'Hare Airport","09/14/2006","W",10435,2006-09-14,9,"Sep",2006,14,"Thursday"
"536898",40890,"O'Hare Airport","09/01/2016","W",12368,2016-09-01,9,"Sep",2016,1,"Thursday"
"537032",40890,"O'Hare Airport","02/23/2007","W",9812,2007-02-23,2,"Feb",2007,23,"Friday"
"537190",40890,"O'Hare Airport","04/06/2010","W",7583,2010-04-06,4,"Apr",2010,6,"Tuesday"
"537472",40890,"O'Hare Airport","11/13/2002","W",7524,2002-11-13,11,"Nov",2002,13,"Wednesday"
"537661",40890,"O'Hare Airport","10/19/2001","W",9013,2001-10-19,10,"Oct",2001,19,"Friday"
"537688",40890,"O'Hare Airport","10/05/2004","W",7975,2004-10-05,10,"Oct",2004,5,"Tuesday"
"537707",40890,"O'Hare Airport","08/13/2016","A",10391,2016-08-13,8,"Aug",2016,13,"Saturday"
"537733",40890,"O'Hare Airport","10/25/2015","U",11626,2015-10-25,10,"Oct",2015,25,"Sunday"
"537767",40890,"O'Hare Airport","11/18/2005","W",10566,2005-11-18,11,"Nov",2005,18,"Friday"
"538018",40890,"O'Hare Airport","02/14/2008","W",7944,2008-02-14,2,"Feb",2008,14,"Thursday"
"538055",40890,"O'Hare Airport","05/18/2015","W",12875,2015-05-18,5,"May",2015,18,"Monday"
"538072",40890,"O'Hare Airport","07/08/2007","U",9291,2007-07-08,7,"Jul",2007,8,"Sunday"
"538125",40890,"O'Hare Airport","07/09/2001","W",10493,2001-07-09,7,"Jul",2001,9,"Monday"
"538457",40890,"O'Hare Airport","05/15/2007","W",8714,2007-05-15,5,"May",2007,15,"Tuesday"
"538487",40890,"O'Hare Airport","09/21/2014","U",10081,2014-09-21,9,"Sep",2014,21,"Sunday"
"538507",40890,"O'Hare Airport","09/10/2017","U",10818,2017-09-10,9,"Sep",2017,10,"Sunday"
"538514",40890,"O'Hare Airport","06/22/2009","W",9506,2009-06-22,6,"Jun",2009,22,"Monday"
"538516",40890,"O'Hare Airport","06/01/2004","W",10642,2004-06-01,6,"Jun",2004,1,"Tuesday"
"538564",40890,"O'Hare Airport","03/19/2004","W",9350,2004-03-19,3,"Mar",2004,19,"Friday"
"538641",40890,"O'Hare Airport","06/14/2016","W",11209,2016-06-14,6,"Jun",2016,14,"Tuesday"
"538663",40890,"O'Hare Airport","05/25/2013","A",8786,2013-05-25,5,"May",2013,25,"Saturday"
"538678",40890,"O'Hare Airport","03/06/2004","A",6275,2004-03-06,3,"Mar",2004,6,"Saturday"
"538770",40890,"O'Hare Airport","07/14/2003","W",9294,2003-07-14,7,"Jul",2003,14,"Monday"
"538973",40890,"O'Hare Airport","02/07/2005","W",8365,2005-02-07,2,"Feb",2005,7,"Monday"
"539048",40890,"O'Hare Airport","05/14/2001","W",9077,2001-05-14,5,"May",2001,14,"Monday"
"539270",40890,"O'Hare Airport","10/28/2013","W",10259,2013-10-28,10,"Oct",2013,28,"Monday"
"539565",40890,"O'Hare Airport","06/15/2008","U",7576,2008-06-15,6,"Jun",2008,15,"Sunday"
"539579",40890,"O'Hare Airport","12/04/2010","A",6634,2010-12-04,12,"Dec",2010,4,"Saturday"
"539673",40890,"O'Hare Airport","08/30/2005","W",8430,2005-08-30,8,"Aug",2005,30,"Tuesday"
"539935",40890,"O'Hare Airport","05/02/2002","W",7619,2002-05-02,5,"May",2002,2,"Thursday"
"540086",40890,"O'Hare Airport","05/02/2012","W",9047,2012-05-02,5,"May",2012,2,"Wednesday"
"540144",40890,"O'Hare Airport","01/13/2009","W",6948,2009-01-13,1,"Jan",2009,13,"Tuesday"
"540177",40890,"O'Hare Airport","01/11/2015","U",7608,2015-01-11,1,"Jan",2015,11,"Sunday"
"540257",40890,"O'Hare Airport","09/09/2014","W",9074,2014-09-09,9,"Sep",2014,9,"Tuesday"
"540284",40890,"O'Hare Airport","06/13/2006","W",9856,2006-06-13,6,"Jun",2006,13,"Tuesday"
"540421",40890,"O'Hare Airport","09/22/2013","U",10180,2013-09-22,9,"Sep",2013,22,"Sunday"
"540668",40890,"O'Hare Airport","01/13/2004","W",6754,2004-01-13,1,"Jan",2004,13,"Tuesday"
"540825",40890,"O'Hare Airport","08/06/2010","W",14082,2010-08-06,8,"Aug",2010,6,"Friday"
"540945",40890,"O'Hare Airport","03/13/2012","W",8496,2012-03-13,3,"Mar",2012,13,"Tuesday"
"540963",40890,"O'Hare Airport","11/20/2014","W",10344,2014-11-20,11,"Nov",2014,20,"Thursday"
"541014",40890,"O'Hare Airport","12/21/2005","W",7994,2005-12-21,12,"Dec",2005,21,"Wednesday"
"541037",40890,"O'Hare Airport","02/24/2013","U",7340,2013-02-24,2,"Feb",2013,24,"Sunday"
"541051",40890,"O'Hare Airport","02/01/2010","W",7383,2010-02-01,2,"Feb",2010,1,"Monday"
"541078",40890,"O'Hare Airport","09/04/2003","W",8485,2003-09-04,9,"Sep",2003,4,"Thursday"
"541278",40890,"O'Hare Airport","05/25/2001","W",10334,2001-05-25,5,"May",2001,25,"Friday"
"541290",40890,"O'Hare Airport","05/20/2011","W",11733,2011-05-20,5,"May",2011,20,"Friday"
"541554",40890,"O'Hare Airport","09/16/2012","U",9818,2012-09-16,9,"Sep",2012,16,"Sunday"
"542062",40890,"O'Hare Airport","12/14/2009","W",8076,2009-12-14,12,"Dec",2009,14,"Monday"
"542352",40890,"O'Hare Airport","07/05/2008","A",7383,2008-07-05,7,"Jul",2008,5,"Saturday"
"542646",40890,"O'Hare Airport","12/16/2008","W",8954,2008-12-16,12,"Dec",2008,16,"Tuesday"
"542795",40890,"O'Hare Airport","04/08/2017","A",8247,2017-04-08,4,"Apr",2017,8,"Saturday"
"542830",40890,"O'Hare Airport","01/27/2002","U",5721,2002-01-27,1,"Jan",2002,27,"Sunday"
"542837",40890,"O'Hare Airport","05/01/2014","W",11096,2014-05-01,5,"May",2014,1,"Thursday"
"542887",40890,"O'Hare Airport","02/08/2015","U",7705,2015-02-08,2,"Feb",2015,8,"Sunday"
"542964",40890,"O'Hare Airport","12/21/2008","U",6313,2008-12-21,12,"Dec",2008,21,"Sunday"
"543017",40890,"O'Hare Airport","07/25/2013","W",11114,2013-07-25,7,"Jul",2013,25,"Thursday"
"543080",40890,"O'Hare Airport","05/28/2006","U",7703,2006-05-28,5,"May",2006,28,"Sunday"
"543108",40890,"O'Hare Airport","09/07/2004","W",10750,2004-09-07,9,"Sep",2004,7,"Tuesday"
"543136",40890,"O'Hare Airport","02/05/2009","W",6963,2009-02-05,2,"Feb",2009,5,"Thursday"
"543220",40890,"O'Hare Airport","01/11/2010","W",7432,2010-01-11,1,"Jan",2010,11,"Monday"
"543469",40890,"O'Hare Airport","11/30/2008","U",10564,2008-11-30,11,"Nov",2008,30,"Sunday"
"543897",40890,"O'Hare Airport","05/31/2017","W",11104,2017-05-31,5,"May",2017,31,"Wednesday"
"544067",40890,"O'Hare Airport","03/06/2017","W",10074,2017-03-06,3,"Mar",2017,6,"Monday"
"544075",40890,"O'Hare Airport","08/22/2011","W",10680,2011-08-22,8,"Aug",2011,22,"Monday"
"544366",40890,"O'Hare Airport","12/31/2010","W",7543,2010-12-31,12,"Dec",2010,31,"Friday"
"544409",40890,"O'Hare Airport","06/03/2013","W",10892,2013-06-03,6,"Jun",2013,3,"Monday"
"544464",40890,"O'Hare Airport","09/03/2016","A",11534,2016-09-03,9,"Sep",2016,3,"Saturday"
"544626",40890,"O'Hare Airport","03/31/2001","A",6160,2001-03-31,3,"Mar",2001,31,"Saturday"
"544854",40890,"O'Hare Airport","12/07/2013","A",7062,2013-12-07,12,"Dec",2013,7,"Saturday"
"544958",40890,"O'Hare Airport","11/11/2013","W",10045,2013-11-11,11,"Nov",2013,11,"Monday"
"545348",40890,"O'Hare Airport","04/17/2007","W",8706,2007-04-17,4,"Apr",2007,17,"Tuesday"
"545438",40890,"O'Hare Airport","01/04/2014","A",7553,2014-01-04,1,"Jan",2014,4,"Saturday"
"545684",40890,"O'Hare Airport","04/17/2006","W",10452,2006-04-17,4,"Apr",2006,17,"Monday"
"545984",40890,"O'Hare Airport","02/08/2007","W",8071,2007-02-08,2,"Feb",2007,8,"Thursday"
"546025",40890,"O'Hare Airport","09/08/2001","A",7965,2001-09-08,9,"Sep",2001,8,"Saturday"
"546102",40890,"O'Hare Airport","12/14/2002","A",5985,2002-12-14,12,"Dec",2002,14,"Saturday"
"546268",40890,"O'Hare Airport","01/16/2013","W",7431,2013-01-16,1,"Jan",2013,16,"Wednesday"
"546384",40890,"O'Hare Airport","07/01/2017","A",11022,2017-07-01,7,"Jul",2017,1,"Saturday"
"546560",40890,"O'Hare Airport","01/20/2003","W",8149,2003-01-20,1,"Jan",2003,20,"Monday"
"546690",40890,"O'Hare Airport","09/19/2017","W",10391,2017-09-19,9,"Sep",2017,19,"Tuesday"
"546712",40890,"O'Hare Airport","01/21/2010","W",7024,2010-01-21,1,"Jan",2010,21,"Thursday"
"546720",40890,"O'Hare Airport","12/21/2014","U",7928,2014-12-21,12,"Dec",2014,21,"Sunday"
"546722",40890,"O'Hare Airport","12/13/2012","W",9365,2012-12-13,12,"Dec",2012,13,"Thursday"
"546760",40890,"O'Hare Airport","10/29/2017","U",9957,2017-10-29,10,"Oct",2017,29,"Sunday"
"546837",40890,"O'Hare Airport","07/02/2012","W",10261,2012-07-02,7,"Jul",2012,2,"Monday"
"546906",40890,"O'Hare Airport","11/15/2001","W",7761,2001-11-15,11,"Nov",2001,15,"Thursday"
"547009",40890,"O'Hare Airport","06/07/2017","W",11911,2017-06-07,6,"Jun",2017,7,"Wednesday"
"547073",40890,"O'Hare Airport","08/24/2013","A",8792,2013-08-24,8,"Aug",2013,24,"Saturday"
"547318",40890,"O'Hare Airport","03/12/2016","A",9001,2016-03-12,3,"Mar",2016,12,"Saturday"
"547395",40890,"O'Hare Airport","06/16/2002","U",7536,2002-06-16,6,"Jun",2002,16,"Sunday"
"547440",40890,"O'Hare Airport","09/28/2013","A",7956,2013-09-28,9,"Sep",2013,28,"Saturday"
"547759",40890,"O'Hare Airport","10/07/2014","W",9324,2014-10-07,10,"Oct",2014,7,"Tuesday"
"547829",40890,"O'Hare Airport","06/29/2007","W",11471,2007-06-29,6,"Jun",2007,29,"Friday"
"547974",40890,"O'Hare Airport","09/27/2005","W",9030,2005-09-27,9,"Sep",2005,27,"Tuesday"
"548053",40890,"O'Hare Airport","08/21/2001","W",9351,2001-08-21,8,"Aug",2001,21,"Tuesday"
"548110",40890,"O'Hare Airport","09/30/2007","U",8377,2007-09-30,9,"Sep",2007,30,"Sunday"
"548228",40890,"O'Hare Airport","09/21/2003","U",7194,2003-09-21,9,"Sep",2003,21,"Sunday"
"548249",40890,"O'Hare Airport","06/18/2001","W",10419,2001-06-18,6,"Jun",2001,18,"Monday"
"548272",40890,"O'Hare Airport","06/26/2002","W",8217,2002-06-26,6,"Jun",2002,26,"Wednesday"
"548350",40890,"O'Hare Airport","02/26/2002","W",6662,2002-02-26,2,"Feb",2002,26,"Tuesday"
"548449",40890,"O'Hare Airport","05/22/2008","W",10571,2008-05-22,5,"May",2008,22,"Thursday"
"548975",40890,"O'Hare Airport","06/22/2011","W",10477,2011-06-22,6,"Jun",2011,22,"Wednesday"
"549686",40890,"O'Hare Airport","06/30/2009","W",8188,2009-06-30,6,"Jun",2009,30,"Tuesday"
"549893",40890,"O'Hare Airport","04/23/2002","W",7308,2002-04-23,4,"Apr",2002,23,"Tuesday"
"550001",40890,"O'Hare Airport","01/13/2005","W",7849,2005-01-13,1,"Jan",2005,13,"Thursday"
"550049",40890,"O'Hare Airport","05/14/2003","W",7179,2003-05-14,5,"May",2003,14,"Wednesday"
"550086",40890,"O'Hare Airport","03/16/2012","W",12189,2012-03-16,3,"Mar",2012,16,"Friday"
"550273",40890,"O'Hare Airport","12/01/2016","W",10500,2016-12-01,12,"Dec",2016,1,"Thursday"
"550465",40890,"O'Hare Airport","02/01/2008","W",8665,2008-02-01,2,"Feb",2008,1,"Friday"
"550591",40890,"O'Hare Airport","08/29/2003","W",10334,2003-08-29,8,"Aug",2003,29,"Friday"
"550681",40890,"O'Hare Airport","11/28/2001","W",6590,2001-11-28,11,"Nov",2001,28,"Wednesday"
"550710",40890,"O'Hare Airport","12/14/2008","U",6546,2008-12-14,12,"Dec",2008,14,"Sunday"
"550855",40890,"O'Hare Airport","06/24/2002","W",9319,2002-06-24,6,"Jun",2002,24,"Monday"
"551229",40890,"O'Hare Airport","10/15/2008","W",8088,2008-10-15,10,"Oct",2008,15,"Wednesday"
"551312",40890,"O'Hare Airport","11/03/2010","W",8370,2010-11-03,11,"Nov",2010,3,"Wednesday"
"551323",40890,"O'Hare Airport","04/10/2013","W",8040,2013-04-10,4,"Apr",2013,10,"Wednesday"
"551328",40890,"O'Hare Airport","03/04/2008","W",7435,2008-03-04,3,"Mar",2008,4,"Tuesday"
"551424",40890,"O'Hare Airport","03/17/2002","U",1380,2002-03-17,3,"Mar",2002,17,"Sunday"
"551463",40890,"O'Hare Airport","09/10/2009","W",9523,2009-09-10,9,"Sep",2009,10,"Thursday"
"551532",40890,"O'Hare Airport","02/05/2012","U",7000,2012-02-05,2,"Feb",2012,5,"Sunday"
"551677",40890,"O'Hare Airport","01/29/2006","U",6884,2006-01-29,1,"Jan",2006,29,"Sunday"
"551841",40890,"O'Hare Airport","09/24/2002","W",8352,2002-09-24,9,"Sep",2002,24,"Tuesday"
"551864",40890,"O'Hare Airport","07/13/2016","W",10690,2016-07-13,7,"Jul",2016,13,"Wednesday"
"551868",40890,"O'Hare Airport","11/02/2014","U",9782,2014-11-02,11,"Nov",2014,2,"Sunday"
"551907",40890,"O'Hare Airport","10/02/2013","W",9213,2013-10-02,10,"Oct",2013,2,"Wednesday"
"551967",40890,"O'Hare Airport","09/02/2002","U",5441,2002-09-02,9,"Sep",2002,2,"Monday"
"552006",40890,"O'Hare Airport","11/07/2011","W",9713,2011-11-07,11,"Nov",2011,7,"Monday"
"552143",40890,"O'Hare Airport","02/17/2009","W",7353,2009-02-17,2,"Feb",2009,17,"Tuesday"
"552280",40890,"O'Hare Airport","08/09/2006","W",9694,2006-08-09,8,"Aug",2006,9,"Wednesday"
"552812",40890,"O'Hare Airport","07/08/2017","A",9803,2017-07-08,7,"Jul",2017,8,"Saturday"
"552820",40890,"O'Hare Airport","09/19/2014","W",12875,2014-09-19,9,"Sep",2014,19,"Friday"
"552890",40890,"O'Hare Airport","02/15/2012","W",7489,2012-02-15,2,"Feb",2012,15,"Wednesday"
"553069",40890,"O'Hare Airport","05/25/2003","U",6251,2003-05-25,5,"May",2003,25,"Sunday"
"553215",40890,"O'Hare Airport","04/15/2009","W",7419,2009-04-15,4,"Apr",2009,15,"Wednesday"
"553300",40890,"O'Hare Airport","06/23/2011","W",10989,2011-06-23,6,"Jun",2011,23,"Thursday"
"553380",40890,"O'Hare Airport","08/09/2009","U",9213,2009-08-09,8,"Aug",2009,9,"Sunday"
"553405",40890,"O'Hare Airport","05/10/2012","W",10475,2012-05-10,5,"May",2012,10,"Thursday"
"553424",40890,"O'Hare Airport","06/21/2001","W",10538,2001-06-21,6,"Jun",2001,21,"Thursday"
"553506",40890,"O'Hare Airport","07/30/2003","W",8571,2003-07-30,7,"Jul",2003,30,"Wednesday"
"553655",40890,"O'Hare Airport","04/07/2016","W",11089,2016-04-07,4,"Apr",2016,7,"Thursday"
"553692",40890,"O'Hare Airport","03/15/2002","W",22,2002-03-15,3,"Mar",2002,15,"Friday"
"553788",40890,"O'Hare Airport","02/20/2014","W",8364,2014-02-20,2,"Feb",2014,20,"Thursday"
"553789",40890,"O'Hare Airport","09/01/2009","W",7893,2009-09-01,9,"Sep",2009,1,"Tuesday"
"553956",40890,"O'Hare Airport","11/20/2007","W",8391,2007-11-20,11,"Nov",2007,20,"Tuesday"
"553983",40890,"O'Hare Airport","08/25/2009","W",8160,2009-08-25,8,"Aug",2009,25,"Tuesday"
"554046",40890,"O'Hare Airport","09/09/2017","A",9857,2017-09-09,9,"Sep",2017,9,"Saturday"
"554180",40890,"O'Hare Airport","08/01/2013","W",14256,2013-08-01,8,"Aug",2013,1,"Thursday"
"554304",40890,"O'Hare Airport","03/26/2013","W",8392,2013-03-26,3,"Mar",2013,26,"Tuesday"
"554919",40890,"O'Hare Airport","03/31/2009","W",7488,2009-03-31,3,"Mar",2009,31,"Tuesday"
"555084",40890,"O'Hare Airport","11/18/2011","W",10954,2011-11-18,11,"Nov",2011,18,"Friday"
"555455",40890,"O'Hare Airport","04/05/2014","A",6868,2014-04-05,4,"Apr",2014,5,"Saturday"
"555488",40890,"O'Hare Airport","10/27/2010","W",7997,2010-10-27,10,"Oct",2010,27,"Wednesday"
"555498",40890,"O'Hare Airport","10/06/2002","U",7731,2002-10-06,10,"Oct",2002,6,"Sunday"
"555559",40890,"O'Hare Airport","12/19/2005","W",8634,2005-12-19,12,"Dec",2005,19,"Monday"
"555869",40890,"O'Hare Airport","08/24/2009","W",9328,2009-08-24,8,"Aug",2009,24,"Monday"
"555930",40890,"O'Hare Airport","03/12/2010","W",9180,2010-03-12,3,"Mar",2010,12,"Friday"
"556141",40890,"O'Hare Airport","06/16/2007","A",7677,2007-06-16,6,"Jun",2007,16,"Saturday"
"556229",40890,"O'Hare Airport","05/03/2002","W",8793,2002-05-03,5,"May",2002,3,"Friday"
"556390",40890,"O'Hare Airport","10/08/2012","W",11188,2012-10-08,10,"Oct",2012,8,"Monday"
"556412",40890,"O'Hare Airport","08/23/2001","W",10327,2001-08-23,8,"Aug",2001,23,"Thursday"
"556555",40890,"O'Hare Airport","01/20/2015","W",8778,2015-01-20,1,"Jan",2015,20,"Tuesday"
"556983",40890,"O'Hare Airport","06/08/2004","W",8616,2004-06-08,6,"Jun",2004,8,"Tuesday"
"557375",40890,"O'Hare Airport","04/19/2007","W",9960,2007-04-19,4,"Apr",2007,19,"Thursday"
"557475",40890,"O'Hare Airport","11/06/2013","W",8725,2013-11-06,11,"Nov",2013,6,"Wednesday"
"557487",40890,"O'Hare Airport","01/19/2007","W",9733,2007-01-19,1,"Jan",2007,19,"Friday"
"557561",40890,"O'Hare Airport","07/12/2006","W",9351,2006-07-12,7,"Jul",2006,12,"Wednesday"
"557570",40890,"O'Hare Airport","02/06/2006","W",8604,2006-02-06,2,"Feb",2006,6,"Monday"
"557797",40890,"O'Hare Airport","10/30/2006","W",10155,2006-10-30,10,"Oct",2006,30,"Monday"
"557915",40890,"O'Hare Airport","02/06/2003","W",6959,2003-02-06,2,"Feb",2003,6,"Thursday"
"557925",40890,"O'Hare Airport","08/25/2012","A",8785,2012-08-25,8,"Aug",2012,25,"Saturday"
"558157",40890,"O'Hare Airport","11/17/2013","U",8519,2013-11-17,11,"Nov",2013,17,"Sunday"
"558434",40890,"O'Hare Airport","01/04/2017","W",9640,2017-01-04,1,"Jan",2017,4,"Wednesday"
"558467",40890,"O'Hare Airport","02/16/2011","W",6965,2011-02-16,2,"Feb",2011,16,"Wednesday"
"558478",40890,"O'Hare Airport","09/20/2010","W",9905,2010-09-20,9,"Sep",2010,20,"Monday"
"558675",40890,"O'Hare Airport","11/01/2003","A",6047,2003-11-01,11,"Nov",2003,1,"Saturday"
"558731",40890,"O'Hare Airport","03/11/2001","U",6605,2001-03-11,3,"Mar",2001,11,"Sunday"
"559015",40890,"O'Hare Airport","03/30/2004","W",7674,2004-03-30,3,"Mar",2004,30,"Tuesday"
"559081",40890,"O'Hare Airport","04/06/2016","W",11228,2016-04-06,4,"Apr",2016,6,"Wednesday"
"559105",40890,"O'Hare Airport","11/27/2010","A",9531,2010-11-27,11,"Nov",2010,27,"Saturday"
"559205",40890,"O'Hare Airport","06/25/2007","W",10177,2007-06-25,6,"Jun",2007,25,"Monday"
"559460",40890,"O'Hare Airport","04/02/2010","W",8506,2010-04-02,4,"Apr",2010,2,"Friday"
"559773",40890,"O'Hare Airport","11/12/2007","W",9379,2007-11-12,11,"Nov",2007,12,"Monday"
"559781",40890,"O'Hare Airport","04/02/2013","W",8733,2013-04-02,4,"Apr",2013,2,"Tuesday"
"560011",40890,"O'Hare Airport","05/10/2015","U",10056,2015-05-10,5,"May",2015,10,"Sunday"
"560106",40890,"O'Hare Airport","11/29/2015","U",14586,2015-11-29,11,"Nov",2015,29,"Sunday"
"560177",40890,"O'Hare Airport","05/03/2010","W",8915,2010-05-03,5,"May",2010,3,"Monday"
"560204",40890,"O'Hare Airport","08/09/2003","A",7308,2003-08-09,8,"Aug",2003,9,"Saturday"
"560512",40890,"O'Hare Airport","09/07/2006","W",10455,2006-09-07,9,"Sep",2006,7,"Thursday"
"560553",40890,"O'Hare Airport","11/15/2008","A",6259,2008-11-15,11,"Nov",2008,15,"Saturday"
"560611",40890,"O'Hare Airport","06/17/2002","W",9271,2002-06-17,6,"Jun",2002,17,"Monday"
"560650",40890,"O'Hare Airport","12/23/2007","U",5924,2007-12-23,12,"Dec",2007,23,"Sunday"
"560687",40890,"O'Hare Airport","01/13/2003","W",7495,2003-01-13,1,"Jan",2003,13,"Monday"
"561355",40890,"O'Hare Airport","11/17/2008","W",8749,2008-11-17,11,"Nov",2008,17,"Monday"
"561662",40890,"O'Hare Airport","02/25/2017","A",7383,2017-02-25,2,"Feb",2017,25,"Saturday"
"561834",40890,"O'Hare Airport","12/26/2002","W",8445,2002-12-26,12,"Dec",2002,26,"Thursday"
