"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week"
"658117",40350,"UIC-Halsted","06/06/2002","W",3628,2002-06-06,6,"Jun",2002,6,"Thursday"
"658323",40350,"UIC-Halsted","11/10/2009","W",6298,2009-11-10,11,"Nov",2009,10,"Tuesday"
"658782",40350,"UIC-Halsted","04/17/2013","W",6933,2013-04-17,4,"Apr",2013,17,"Wednesday"
"658851",40350,"UIC-Halsted","10/17/2012","W",8011,2012-10-17,10,"Oct",2012,17,"Wednesday"
"658902",40350,"UIC-Halsted","08/27/2007","W",6091,2007-08-27,8,"Aug",2007,27,"Monday"
"658997",40350,"UIC-Halsted","03/27/2009","W",2917,2009-03-27,3,"Mar",2009,27,"Friday"
"659161",40350,"UIC-Halsted","08/17/2002","A",1114,2002-08-17,8,"Aug",2002,17,"Saturday"
"659168",40350,"UIC-Halsted","05/26/2007","A",925,2007-05-26,5,"May",2007,26,"Saturday"
"659413",40350,"UIC-Halsted","05/05/2015","W",4882,2015-05-05,5,"May",2015,5,"Tuesday"
"659725",40350,"UIC-Halsted","07/01/2015","W",3700,2015-07-01,7,"Jul",2015,1,"Wednesday"
"659932",40350,"UIC-Halsted","02/23/2006","W",6195,2006-02-23,2,"Feb",2006,23,"Thursday"
"659982",40350,"UIC-Halsted","09/03/2004","W",6540,2004-09-03,9,"Sep",2004,3,"Friday"
"660022",40350,"UIC-Halsted","02/21/2014","W",7210,2014-02-21,2,"Feb",2014,21,"Friday"
"660127",40350,"UIC-Halsted","12/21/2014","U",952,2014-12-21,12,"Dec",2014,21,"Sunday"
"660142",40350,"UIC-Halsted","01/09/2010","A",1040,2010-01-09,1,"Jan",2010,9,"Saturday"
"660186",40350,"UIC-Halsted","10/12/2004","W",6957,2004-10-12,10,"Oct",2004,12,"Tuesday"
"660372",40350,"UIC-Halsted","04/06/2017","W",7117,2017-04-06,4,"Apr",2017,6,"Thursday"
"660434",40350,"UIC-Halsted","02/23/2011","W",6898,2011-02-23,2,"Feb",2011,23,"Wednesday"
"660449",40350,"UIC-Halsted","05/11/2014","U",1384,2014-05-11,5,"May",2014,11,"Sunday"
"660653",40350,"UIC-Halsted","02/10/2016","W",7407,2016-02-10,2,"Feb",2016,10,"Wednesday"
"660740",40350,"UIC-Halsted","04/30/2014","W",6985,2014-04-30,4,"Apr",2014,30,"Wednesday"
"660808",40350,"UIC-Halsted","05/04/2017","W",5155,2017-05-04,5,"May",2017,4,"Thursday"
"660998",40350,"UIC-Halsted","04/16/2015","W",6502,2015-04-16,4,"Apr",2015,16,"Thursday"
"661119",40350,"UIC-Halsted","03/20/2017","W",3176,2017-03-20,3,"Mar",2017,20,"Monday"
"661150",40350,"UIC-Halsted","04/18/2006","W",6088,2006-04-18,4,"Apr",2006,18,"Tuesday"
"661251",40350,"UIC-Halsted","06/04/2007","W",3109,2007-06-04,6,"Jun",2007,4,"Monday"
"661268",40350,"UIC-Halsted","02/26/2012","U",1676,2012-02-26,2,"Feb",2012,26,"Sunday"
"661280",40350,"UIC-Halsted","12/27/2002","W",1514,2002-12-27,12,"Dec",2002,27,"Friday"
"661312",40350,"UIC-Halsted","07/28/2004","W",3006,2004-07-28,7,"Jul",2004,28,"Wednesday"
"661417",40350,"UIC-Halsted","02/09/2015","W",7057,2015-02-09,2,"Feb",2015,9,"Monday"
"661472",40350,"UIC-Halsted","07/13/2015","W",3703,2015-07-13,7,"Jul",2015,13,"Monday"
"661673",40350,"UIC-Halsted","12/27/2009","U",504,2009-12-27,12,"Dec",2009,27,"Sunday"
"661966",40350,"UIC-Halsted","06/26/2005","U",1180,2005-06-26,6,"Jun",2005,26,"Sunday"
"661967",40350,"UIC-Halsted","12/14/2008","U",939,2008-12-14,12,"Dec",2008,14,"Sunday"
"662491",40350,"UIC-Halsted","08/27/2015","W",8273,2015-08-27,8,"Aug",2015,27,"Thursday"
"662496",40350,"UIC-Halsted","09/12/2014","W",7767,2014-09-12,9,"Sep",2014,12,"Friday"
"662513",40350,"UIC-Halsted","08/08/2012","W",3332,2012-08-08,8,"Aug",2012,8,"Wednesday"
"662550",40350,"UIC-Halsted","12/05/2004","U",1084,2004-12-05,12,"Dec",2004,5,"Sunday"
"662676",40350,"UIC-Halsted","08/14/2010","A",1326,2010-08-14,8,"Aug",2010,14,"Saturday"
"662775",40350,"UIC-Halsted","03/28/2005","W",5397,2005-03-28,3,"Mar",2005,28,"Monday"
"662785",40350,"UIC-Halsted","11/17/2009","W",6119,2009-11-17,11,"Nov",2009,17,"Tuesday"
"662908",40350,"UIC-Halsted","05/20/2003","W",2502,2003-05-20,5,"May",2003,20,"Tuesday"
"662970",40350,"UIC-Halsted","08/14/2014","W",3316,2014-08-14,8,"Aug",2014,14,"Thursday"
"663023",40350,"UIC-Halsted","12/26/2011","U",862,2011-12-26,12,"Dec",2011,26,"Monday"
"663063",40350,"UIC-Halsted","06/28/2008","A",1760,2008-06-28,6,"Jun",2008,28,"Saturday"
"663087",40350,"UIC-Halsted","05/31/2014","A",1800,2014-05-31,5,"May",2014,31,"Saturday"
"663091",40350,"UIC-Halsted","01/26/2001","W",4304,2001-01-26,1,"Jan",2001,26,"Friday"
"663198",40350,"UIC-Halsted","08/18/2003","W",2571,2003-08-18,8,"Aug",2003,18,"Monday"
"663336",40350,"UIC-Halsted","06/22/2008","U",1165,2008-06-22,6,"Jun",2008,22,"Sunday"
"663564",40350,"UIC-Halsted","03/24/2005","W",2577,2005-03-24,3,"Mar",2005,24,"Thursday"
"663726",40350,"UIC-Halsted","10/20/2013","U",2065,2013-10-20,10,"Oct",2013,20,"Sunday"
"664238",40350,"UIC-Halsted","12/25/2002","U",349,2002-12-25,12,"Dec",2002,25,"Wednesday"
"664341",40350,"UIC-Halsted","06/22/2001","W",2671,2001-06-22,6,"Jun",2001,22,"Friday"
"664453",40350,"UIC-Halsted","06/15/2016","W",4027,2016-06-15,6,"Jun",2016,15,"Wednesday"
"664479",40350,"UIC-Halsted","07/01/2014","W",3702,2014-07-01,7,"Jul",2014,1,"Tuesday"
"664713",40350,"UIC-Halsted","10/24/2007","W",6476,2007-10-24,10,"Oct",2007,24,"Wednesday"
"664738",40350,"UIC-Halsted","08/08/2009","A",1329,2009-08-08,8,"Aug",2009,8,"Saturday"
"664837",40350,"UIC-Halsted","08/21/2001","W",6053,2001-08-21,8,"Aug",2001,21,"Tuesday"
"664861",40350,"UIC-Halsted","04/17/2007","W",5191,2007-04-17,4,"Apr",2007,17,"Tuesday"
"664938",40350,"UIC-Halsted","04/13/2008","U",1194,2008-04-13,4,"Apr",2008,13,"Sunday"
"664939",40350,"UIC-Halsted","06/01/2008","U",975,2008-06-01,6,"Jun",2008,1,"Sunday"
"665096",40350,"UIC-Halsted","07/13/2004","W",3550,2004-07-13,7,"Jul",2004,13,"Tuesday"
"665190",40350,"UIC-Halsted","01/16/2011","U",1396,2011-01-16,1,"Jan",2011,16,"Sunday"
"665785",40350,"UIC-Halsted","11/07/2012","W",8021,2012-11-07,11,"Nov",2012,7,"Wednesday"
"665788",40350,"UIC-Halsted","09/01/2009","W",7048,2009-09-01,9,"Sep",2009,1,"Tuesday"
"665862",40350,"UIC-Halsted","08/11/2007","A",887,2007-08-11,8,"Aug",2007,11,"Saturday"
"665981",40350,"UIC-Halsted","07/12/2014","A",1591,2014-07-12,7,"Jul",2014,12,"Saturday"
"666488",40350,"UIC-Halsted","06/24/2005","W",3357,2005-06-24,6,"Jun",2005,24,"Friday"
"666532",40350,"UIC-Halsted","07/08/2009","W",3659,2009-07-08,7,"Jul",2009,8,"Wednesday"
"666905",40350,"UIC-Halsted","03/12/2012","W",7149,2012-03-12,3,"Mar",2012,12,"Monday"
"667223",40350,"UIC-Halsted","07/29/2012","U",1380,2012-07-29,7,"Jul",2012,29,"Sunday"
"667409",40350,"UIC-Halsted","11/13/2005","U",1140,2005-11-13,11,"Nov",2005,13,"Sunday"
"667545",40350,"UIC-Halsted","03/19/2003","W",2775,2003-03-19,3,"Mar",2003,19,"Wednesday"
"667610",40350,"UIC-Halsted","03/28/2003","W",5626,2003-03-28,3,"Mar",2003,28,"Friday"
"667641",40350,"UIC-Halsted","04/26/2017","W",7091,2017-04-26,4,"Apr",2017,26,"Wednesday"
"667700",40350,"UIC-Halsted","02/12/2013","W",7257,2013-02-12,2,"Feb",2013,12,"Tuesday"
"667706",40350,"UIC-Halsted","02/26/2001","W",4344,2001-02-26,2,"Feb",2001,26,"Monday"
"667733",40350,"UIC-Halsted","10/03/2008","W",6717,2008-10-03,10,"Oct",2008,3,"Friday"
"667756",40350,"UIC-Halsted","10/28/2001","U",842,2001-10-28,10,"Oct",2001,28,"Sunday"
"667848",40350,"UIC-Halsted","02/02/2002","A",1402,2002-02-02,2,"Feb",2002,2,"Saturday"
"667921",40350,"UIC-Halsted","11/06/2006","W",6052,2006-11-06,11,"Nov",2006,6,"Monday"
"668051",40350,"UIC-Halsted","02/06/2009","W",5803,2009-02-06,2,"Feb",2009,6,"Friday"
"668336",40350,"UIC-Halsted","12/26/2004","U",472,2004-12-26,12,"Dec",2004,26,"Sunday"
"668454",40350,"UIC-Halsted","01/12/2009","W",5858,2009-01-12,1,"Jan",2009,12,"Monday"
"668645",40350,"UIC-Halsted","09/27/2017","W",8717,2017-09-27,9,"Sep",2017,27,"Wednesday"
"668669",40350,"UIC-Halsted","01/11/2015","U",1234,2015-01-11,1,"Jan",2015,11,"Sunday"
"668680",40350,"UIC-Halsted","01/15/2004","W",6231,2004-01-15,1,"Jan",2004,15,"Thursday"
"668729",40350,"UIC-Halsted","10/12/2011","W",7936,2011-10-12,10,"Oct",2011,12,"Wednesday"
"668747",40350,"UIC-Halsted","01/13/2006","W",6017,2006-01-13,1,"Jan",2006,13,"Friday"
"668822",40350,"UIC-Halsted","02/07/2017","W",7306,2017-02-07,2,"Feb",2017,7,"Tuesday"
"669129",40350,"UIC-Halsted","06/29/2014","U",1872,2014-06-29,6,"Jun",2014,29,"Sunday"
"669268",40350,"UIC-Halsted","01/09/2009","W",3007,2009-01-09,1,"Jan",2009,9,"Friday"
"669325",40350,"UIC-Halsted","06/25/2005","A",1416,2005-06-25,6,"Jun",2005,25,"Saturday"
"669361",40350,"UIC-Halsted","10/23/2007","W",6389,2007-10-23,10,"Oct",2007,23,"Tuesday"
"669376",40350,"UIC-Halsted","01/21/2004","W",6223,2004-01-21,1,"Jan",2004,21,"Wednesday"
"669660",40350,"UIC-Halsted","01/23/2011","U",1301,2011-01-23,1,"Jan",2011,23,"Sunday"
"669828",40350,"UIC-Halsted","04/11/2003","W",5599,2003-04-11,4,"Apr",2003,11,"Friday"
"669971",40350,"UIC-Halsted","12/17/2003","W",2592,2003-12-17,12,"Dec",2003,17,"Wednesday"
"670138",40350,"UIC-Halsted","10/28/2017","A",2353,2017-10-28,10,"Oct",2017,28,"Saturday"
"670597",40350,"UIC-Halsted","05/06/2014","W",5407,2014-05-06,5,"May",2014,6,"Tuesday"
"670608",40350,"UIC-Halsted","11/01/2012","W",7900,2012-11-01,11,"Nov",2012,1,"Thursday"
"670793",40350,"UIC-Halsted","10/26/2015","W",8158,2015-10-26,10,"Oct",2015,26,"Monday"
"670840",40350,"UIC-Halsted","05/02/2005","W",4238,2005-05-02,5,"May",2005,2,"Monday"
"670892",40350,"UIC-Halsted","12/18/2011","U",1128,2011-12-18,12,"Dec",2011,18,"Sunday"
"670934",40350,"UIC-Halsted","05/16/2004","U",669,2004-05-16,5,"May",2004,16,"Sunday"
"671285",40350,"UIC-Halsted","08/31/2013","A",2485,2013-08-31,8,"Aug",2013,31,"Saturday"
"671529",40350,"UIC-Halsted","03/30/2012","W",6762,2012-03-30,3,"Mar",2012,30,"Friday"
"671623",40350,"UIC-Halsted","08/01/2003","W",2577,2003-08-01,8,"Aug",2003,1,"Friday"
"671665",40350,"UIC-Halsted","03/17/2006","W",5878,2006-03-17,3,"Mar",2006,17,"Friday"
"671795",40350,"UIC-Halsted","05/15/2013","W",3618,2013-05-15,5,"May",2013,15,"Wednesday"
"671926",40350,"UIC-Halsted","01/30/2008","W",5485,2008-01-30,1,"Jan",2008,30,"Wednesday"
"672245",40350,"UIC-Halsted","04/28/2006","W",6348,2006-04-28,4,"Apr",2006,28,"Friday"
"672607",40350,"UIC-Halsted","06/08/2005","W",3501,2005-06-08,6,"Jun",2005,8,"Wednesday"
"672951",40350,"UIC-Halsted","10/03/2009","A",767,2009-10-03,10,"Oct",2009,3,"Saturday"
"673160",40350,"UIC-Halsted","07/18/2008","W",3398,2008-07-18,7,"Jul",2008,18,"Friday"
"673236",40350,"UIC-Halsted","09/12/2010","U",1851,2010-09-12,9,"Sep",2010,12,"Sunday"
"673259",40350,"UIC-Halsted","07/08/2011","W",3985,2011-07-08,7,"Jul",2011,8,"Friday"
"673518",40350,"UIC-Halsted","08/26/2003","W",7305,2003-08-26,8,"Aug",2003,26,"Tuesday"
"673533",40350,"UIC-Halsted","11/30/2007","W",5866,2007-11-30,11,"Nov",2007,30,"Friday"
"673538",40350,"UIC-Halsted","10/04/2012","W",8155,2012-10-04,10,"Oct",2012,4,"Thursday"
"673690",40350,"UIC-Halsted","11/20/2011","U",1831,2011-11-20,11,"Nov",2011,20,"Sunday"
"673744",40350,"UIC-Halsted","07/24/2001","W",2588,2001-07-24,7,"Jul",2001,24,"Tuesday"
"673870",40350,"UIC-Halsted","05/10/2006","W",3118,2006-05-10,5,"May",2006,10,"Wednesday"
"673973",40350,"UIC-Halsted","01/05/2010","W",2195,2010-01-05,1,"Jan",2010,5,"Tuesday"
"673998",40350,"UIC-Halsted","05/27/2004","W",2411,2004-05-27,5,"May",2004,27,"Thursday"
"674185",40350,"UIC-Halsted","03/17/2011","W",7074,2011-03-17,3,"Mar",2011,17,"Thursday"
"674418",40350,"UIC-Halsted","09/28/2002","A",1881,2002-09-28,9,"Sep",2002,28,"Saturday"
"674679",40350,"UIC-Halsted","07/24/2016","U",1145,2016-07-24,7,"Jul",2016,24,"Sunday"
"675209",40350,"UIC-Halsted","07/26/2012","W",3955,2012-07-26,7,"Jul",2012,26,"Thursday"
"675398",40350,"UIC-Halsted","02/15/2007","W",5433,2007-02-15,2,"Feb",2007,15,"Thursday"
"675449",40350,"UIC-Halsted","02/29/2016","W",7281,2016-02-29,2,"Feb",2016,29,"Monday"
"675521",40350,"UIC-Halsted","08/12/2007","U",608,2007-08-12,8,"Aug",2007,12,"Sunday"
"675556",40350,"UIC-Halsted","01/01/2016","U",978,2016-01-01,1,"Jan",2016,1,"Friday"
"675606",40350,"UIC-Halsted","07/24/2005","U",844,2005-07-24,7,"Jul",2005,24,"Sunday"
"675702",40350,"UIC-Halsted","01/25/2011","W",7010,2011-01-25,1,"Jan",2011,25,"Tuesday"
"675736",40350,"UIC-Halsted","06/23/2016","W",3915,2016-06-23,6,"Jun",2016,23,"Thursday"
"675762",40350,"UIC-Halsted","08/10/2017","W",3088,2017-08-10,8,"Aug",2017,10,"Thursday"
"676113",40350,"UIC-Halsted","12/18/2013","W",3343,2013-12-18,12,"Dec",2013,18,"Wednesday"
"676502",40350,"UIC-Halsted","07/09/2003","W",3817,2003-07-09,7,"Jul",2003,9,"Wednesday"
"676836",40350,"UIC-Halsted","08/13/2006","U",774,2006-08-13,8,"Aug",2006,13,"Sunday"
"676911",40350,"UIC-Halsted","12/21/2015","W",2465,2015-12-21,12,"Dec",2015,21,"Monday"
"676999",40350,"UIC-Halsted","03/05/2011","A",2243,2011-03-05,3,"Mar",2011,5,"Saturday"
"677275",40350,"UIC-Halsted","06/22/2012","W",4049,2012-06-22,6,"Jun",2012,22,"Friday"
"677458",40350,"UIC-Halsted","04/19/2010","W",5645,2010-04-19,4,"Apr",2010,19,"Monday"
"677587",40350,"UIC-Halsted","11/20/2008","W",6662,2008-11-20,11,"Nov",2008,20,"Thursday"
"677724",40350,"UIC-Halsted","01/30/2009","W",5625,2009-01-30,1,"Jan",2009,30,"Friday"
"677788",40350,"UIC-Halsted","09/14/2004","W",7095,2004-09-14,9,"Sep",2004,14,"Tuesday"
"677804",40350,"UIC-Halsted","10/04/2006","W",6680,2006-10-04,10,"Oct",2006,4,"Wednesday"
"677933",40350,"UIC-Halsted","01/25/2017","W",7491,2017-01-25,1,"Jan",2017,25,"Wednesday"
"678494",40350,"UIC-Halsted","07/20/2004","W",3525,2004-07-20,7,"Jul",2004,20,"Tuesday"
"678643",40350,"UIC-Halsted","08/13/2009","W",2449,2009-08-13,8,"Aug",2009,13,"Thursday"
"678652",40350,"UIC-Halsted","09/13/2004","W",6974,2004-09-13,9,"Sep",2004,13,"Monday"
"678899",40350,"UIC-Halsted","09/27/2009","U",489,2009-09-27,9,"Sep",2009,27,"Sunday"
"678994",40350,"UIC-Halsted","12/19/2016","W",2492,2016-12-19,12,"Dec",2016,19,"Monday"
"679074",40350,"UIC-Halsted","03/16/2013","A",3585,2013-03-16,3,"Mar",2013,16,"Saturday"
"679358",40350,"UIC-Halsted","03/07/2010","U",1047,2010-03-07,3,"Mar",2010,7,"Sunday"
"679526",40350,"UIC-Halsted","09/12/2006","W",6968,2006-09-12,9,"Sep",2006,12,"Tuesday"
"679886",40350,"UIC-Halsted","08/29/2006","W",7001,2006-08-29,8,"Aug",2006,29,"Tuesday"
"680278",40350,"UIC-Halsted","04/09/2014","W",7612,2014-04-09,4,"Apr",2014,9,"Wednesday"
"680479",40350,"UIC-Halsted","08/28/2011","U",2475,2011-08-28,8,"Aug",2011,28,"Sunday"
"680735",40350,"UIC-Halsted","11/26/2003","W",5838,2003-11-26,11,"Nov",2003,26,"Wednesday"
"680880",40350,"UIC-Halsted","08/05/2009","W",3028,2009-08-05,8,"Aug",2009,5,"Wednesday"
"680919",40350,"UIC-Halsted","02/15/2012","W",7291,2012-02-15,2,"Feb",2012,15,"Wednesday"
"680944",40350,"UIC-Halsted","08/15/2015","A",1569,2015-08-15,8,"Aug",2015,15,"Saturday"
"681028",40350,"UIC-Halsted","05/29/2002","W",2632,2002-05-29,5,"May",2002,29,"Wednesday"
"681036",40350,"UIC-Halsted","10/23/2009","W",5907,2009-10-23,10,"Oct",2009,23,"Friday"
"681240",40350,"UIC-Halsted","07/10/2012","W",4132,2012-07-10,7,"Jul",2012,10,"Tuesday"
"681248",40350,"UIC-Halsted","05/29/2010","A",1440,2010-05-29,5,"May",2010,29,"Saturday"
"681279",40350,"UIC-Halsted","10/07/2013","W",8120,2013-10-07,10,"Oct",2013,7,"Monday"
"681334",40350,"UIC-Halsted","10/28/2013","W",7944,2013-10-28,10,"Oct",2013,28,"Monday"
"681491",40350,"UIC-Halsted","08/05/2010","W",3309,2010-08-05,8,"Aug",2010,5,"Thursday"
"681526",40350,"UIC-Halsted","05/09/2010","U",930,2010-05-09,5,"May",2010,9,"Sunday"
"681584",40350,"UIC-Halsted","08/27/2004","W",6595,2004-08-27,8,"Aug",2004,27,"Friday"
"682478",40350,"UIC-Halsted","06/02/2007","A",1238,2007-06-02,6,"Jun",2007,2,"Saturday"
"682732",40350,"UIC-Halsted","03/18/2007","U",1027,2007-03-18,3,"Mar",2007,18,"Sunday"
"682918",40350,"UIC-Halsted","10/19/2016","W",8544,2016-10-19,10,"Oct",2016,19,"Wednesday"
"682952",40350,"UIC-Halsted","09/15/2010","W",7490,2010-09-15,9,"Sep",2010,15,"Wednesday"
"683155",40350,"UIC-Halsted","10/18/2010","W",7309,2010-10-18,10,"Oct",2010,18,"Monday"
"683161",40350,"UIC-Halsted","10/09/2002","W",7370,2002-10-09,10,"Oct",2002,9,"Wednesday"
"683450",40350,"UIC-Halsted","11/07/2004","U",1076,2004-11-07,11,"Nov",2004,7,"Sunday"
"683769",40350,"UIC-Halsted","05/16/2007","W",2586,2007-05-16,5,"May",2007,16,"Wednesday"
"683790",40350,"UIC-Halsted","06/12/2009","W",2832,2009-06-12,6,"Jun",2009,12,"Friday"
"683979",40350,"UIC-Halsted","06/16/2008","W",3581,2008-06-16,6,"Jun",2008,16,"Monday"
"683993",40350,"UIC-Halsted","05/21/2008","W",2842,2008-05-21,5,"May",2008,21,"Wednesday"
"684505",40350,"UIC-Halsted","01/26/2012","W",7370,2012-01-26,1,"Jan",2012,26,"Thursday"
"684586",40350,"UIC-Halsted","11/13/2013","W",7650,2013-11-13,11,"Nov",2013,13,"Wednesday"
"684747",40350,"UIC-Halsted","08/21/2004","A",1854,2004-08-21,8,"Aug",2004,21,"Saturday"
"684993",40350,"UIC-Halsted","11/22/2003","A",2149,2003-11-22,11,"Nov",2003,22,"Saturday"
"685142",40350,"UIC-Halsted","10/29/2008","W",6775,2008-10-29,10,"Oct",2008,29,"Wednesday"
"685170",40350,"UIC-Halsted","09/02/2003","W",7466,2003-09-02,9,"Sep",2003,2,"Tuesday"
"685243",40350,"UIC-Halsted","07/20/2013","A",2076,2013-07-20,7,"Jul",2013,20,"Saturday"
"685252",40350,"UIC-Halsted","05/01/2007","W",5263,2007-05-01,5,"May",2007,1,"Tuesday"
"685275",40350,"UIC-Halsted","09/05/2001","W",6461,2001-09-05,9,"Sep",2001,5,"Wednesday"
"685310",40350,"UIC-Halsted","01/17/2008","W",5751,2008-01-17,1,"Jan",2008,17,"Thursday"
"685529",40350,"UIC-Halsted","06/27/2016","W",3784,2016-06-27,6,"Jun",2016,27,"Monday"
"685812",40350,"UIC-Halsted","04/20/2017","W",6938,2017-04-20,4,"Apr",2017,20,"Thursday"
"685902",40350,"UIC-Halsted","07/16/2009","W",3410,2009-07-16,7,"Jul",2009,16,"Thursday"
"685958",40350,"UIC-Halsted","02/15/2008","W",5519,2008-02-15,2,"Feb",2008,15,"Friday"
"686046",40350,"UIC-Halsted","07/22/2003","W",3613,2003-07-22,7,"Jul",2003,22,"Tuesday"
"686097",40350,"UIC-Halsted","09/19/2006","W",6834,2006-09-19,9,"Sep",2006,19,"Tuesday"
"686213",40350,"UIC-Halsted","11/28/2012","W",7752,2012-11-28,11,"Nov",2012,28,"Wednesday"
"686354",40350,"UIC-Halsted","10/31/2006","W",6521,2006-10-31,10,"Oct",2006,31,"Tuesday"
"686360",40350,"UIC-Halsted","11/29/2015","U",1335,2015-11-29,11,"Nov",2015,29,"Sunday"
"686389",40350,"UIC-Halsted","12/28/2007","W",1377,2007-12-28,12,"Dec",2007,28,"Friday"
"686440",40350,"UIC-Halsted","02/04/2005","W",5985,2005-02-04,2,"Feb",2005,4,"Friday"
"686540",40350,"UIC-Halsted","02/16/2015","W",6294,2015-02-16,2,"Feb",2015,16,"Monday"
"686729",40350,"UIC-Halsted","12/11/2014","W",5430,2014-12-11,12,"Dec",2014,11,"Thursday"
"686822",40350,"UIC-Halsted","10/02/2009","W",6215,2009-10-02,10,"Oct",2009,2,"Friday"
"687033",40350,"UIC-Halsted","02/07/2006","W",6359,2006-02-07,2,"Feb",2006,7,"Tuesday"
"687209",40350,"UIC-Halsted","02/08/2012","W",7339,2012-02-08,2,"Feb",2012,8,"Wednesday"
"687276",40350,"UIC-Halsted","03/08/2011","W",6992,2011-03-08,3,"Mar",2011,8,"Tuesday"
"687330",40350,"UIC-Halsted","06/24/2013","W",4208,2013-06-24,6,"Jun",2013,24,"Monday"
"687535",40350,"UIC-Halsted","04/22/2006","A",1980,2006-04-22,4,"Apr",2006,22,"Saturday"
"687582",40350,"UIC-Halsted","09/10/2003","W",7475,2003-09-10,9,"Sep",2003,10,"Wednesday"
"687778",40350,"UIC-Halsted","04/12/2007","W",5134,2007-04-12,4,"Apr",2007,12,"Thursday"
"687814",40350,"UIC-Halsted","07/14/2001","A",1062,2001-07-14,7,"Jul",2001,14,"Saturday"
"687824",40350,"UIC-Halsted","05/19/2017","W",3391,2017-05-19,5,"May",2017,19,"Friday"
"687891",40350,"UIC-Halsted","04/20/2004","W",5529,2004-04-20,4,"Apr",2004,20,"Tuesday"
"688069",40350,"UIC-Halsted","12/08/2003","W",4659,2003-12-08,12,"Dec",2003,8,"Monday"
"688098",40350,"UIC-Halsted","03/23/2002","A",1137,2002-03-23,3,"Mar",2002,23,"Saturday"
"688242",40350,"UIC-Halsted","11/15/2005","W",6682,2005-11-15,11,"Nov",2005,15,"Tuesday"
"688258",40350,"UIC-Halsted","10/15/2017","U",1826,2017-10-15,10,"Oct",2017,15,"Sunday"
"688263",40350,"UIC-Halsted","06/26/2016","U",1339,2016-06-26,6,"Jun",2016,26,"Sunday"
"688321",40350,"UIC-Halsted","08/13/2003","W",2534,2003-08-13,8,"Aug",2003,13,"Wednesday"
"688450",40350,"UIC-Halsted","09/09/2007","U",1408,2007-09-09,9,"Sep",2007,9,"Sunday"
"688892",40350,"UIC-Halsted","09/15/2013","U",1850,2013-09-15,9,"Sep",2013,15,"Sunday"
"688915",40350,"UIC-Halsted","05/15/2015","W",3131,2015-05-15,5,"May",2015,15,"Friday"
"688965",40350,"UIC-Halsted","12/01/2004","W",6329,2004-12-01,12,"Dec",2004,1,"Wednesday"
"689199",40350,"UIC-Halsted","01/05/2006","W",2676,2006-01-05,1,"Jan",2006,5,"Thursday"
"689219",40350,"UIC-Halsted","01/22/2005","A",1283,2005-01-22,1,"Jan",2005,22,"Saturday"
"689360",40350,"UIC-Halsted","03/22/2012","W",3721,2012-03-22,3,"Mar",2012,22,"Thursday"
"689572",40350,"UIC-Halsted","02/18/2014","W",6304,2014-02-18,2,"Feb",2014,18,"Tuesday"
"689602",40350,"UIC-Halsted","05/12/2009","W",2773,2009-05-12,5,"May",2009,12,"Tuesday"
"689612",40350,"UIC-Halsted","06/26/2006","W",3642,2006-06-26,6,"Jun",2006,26,"Monday"
"689906",40350,"UIC-Halsted","12/08/2004","W",4936,2004-12-08,12,"Dec",2004,8,"Wednesday"
"690200",40350,"UIC-Halsted","07/10/2009","W",3336,2009-07-10,7,"Jul",2009,10,"Friday"
"690418",40350,"UIC-Halsted","05/01/2006","W",5345,2006-05-01,5,"May",2006,1,"Monday"
"690543",40350,"UIC-Halsted","01/10/2003","W",2578,2003-01-10,1,"Jan",2003,10,"Friday"
"690666",40350,"UIC-Halsted","12/16/2012","U",1370,2012-12-16,12,"Dec",2012,16,"Sunday"
"690705",40350,"UIC-Halsted","06/09/2009","W",2825,2009-06-09,6,"Jun",2009,9,"Tuesday"
"690895",40350,"UIC-Halsted","12/18/2012","W",3306,2012-12-18,12,"Dec",2012,18,"Tuesday"
"691014",40350,"UIC-Halsted","11/20/2014","W",7519,2014-11-20,11,"Nov",2014,20,"Thursday"
"691125",40350,"UIC-Halsted","06/18/2006","U",955,2006-06-18,6,"Jun",2006,18,"Sunday"
"691147",40350,"UIC-Halsted","05/21/2002","W",2497,2002-05-21,5,"May",2002,21,"Tuesday"
"691169",40350,"UIC-Halsted","10/06/2012","A",3168,2012-10-06,10,"Oct",2012,6,"Saturday"
"691324",40350,"UIC-Halsted","10/10/2003","W",6543,2003-10-10,10,"Oct",2003,10,"Friday"
"691368",40350,"UIC-Halsted","10/16/2010","A",3013,2010-10-16,10,"Oct",2010,16,"Saturday"
"691501",40350,"UIC-Halsted","06/06/2005","W",3405,2005-06-06,6,"Jun",2005,6,"Monday"
"692013",40350,"UIC-Halsted","03/24/2007","A",1398,2007-03-24,3,"Mar",2007,24,"Saturday"
"692312",40350,"UIC-Halsted","08/02/2017","W",3690,2017-08-02,8,"Aug",2017,2,"Wednesday"
"692332",40350,"UIC-Halsted","06/06/2004","U",871,2004-06-06,6,"Jun",2004,6,"Sunday"
"692424",40350,"UIC-Halsted","03/13/2008","W",5877,2008-03-13,3,"Mar",2008,13,"Thursday"
"692449",40350,"UIC-Halsted","04/10/2008","W",5575,2008-04-10,4,"Apr",2008,10,"Thursday"
"692523",40350,"UIC-Halsted","06/08/2008","U",1202,2008-06-08,6,"Jun",2008,8,"Sunday"
